X,Y,Z
33.44283501,10.46030889,4.93236859
33.27812863,10.56515132,4.93253119
36.26547625,10.48319320,4.78652312
32.91407319,10.52080371,4.92399232
38.33803404,10.78493610,4.51739052
38.30966069,10.77840151,4.52509015
31.16608464,10.78639373,4.69926988
31.17067322,10.81918516,4.68924686
31.19897156,10.80732969,4.70791193
38.27870506,10.66825983,4.51988242
38.20641782,10.77920351,4.55116224
31.19689007,10.76487116,4.71940745
31.23621872,10.79271526,4.72693343
31.28366233,10.77652958,4.74577705
38.23337048,10.66596520,4.53137747
38.25663063,10.62656242,4.52059654
38.19690657,10.63565033,4.53641470
38.22653696,10.57721969,4.52219527
38.19133776,10.51167392,4.52269830
31.40563931,10.73484923,4.78171226
31.48214807,10.70623182,4.79935011
31.33876814,10.75635179,4.76388375
38.15049515,10.43220355,4.52240233
31.84434939,10.58484464,4.85630470
38.09828716,10.33689364,4.52215232
31.57634101,10.67077400,4.81769942
37.88073190,9.76164335,4.49290835
37.80020266,9.40690817,4.46133654
37.22748633,7.22329115,4.24030357
37.41974019,7.28970378,4.21957919
37.52151974,7.86035853,4.28885462
37.55595582,8.05358748,4.31186173
37.69537978,8.83472797,4.40142776
37.73004113,9.02844658,4.42248048
38.04083074,10.22074673,4.51976501
37.85458322,10.66558163,4.60190916
31.23052195,10.46555040,4.78135497
31.36569642,9.79547095,4.85327655
37.32072480,6.72939979,4.14929764
37.35314057,6.91545744,4.17288933
37.59057795,8.24810745,4.33473131
37.62537986,8.44363358,4.35737818
33.85878109,10.44638772,4.92985693
37.48735695,7.66860861,4.26577073
37.45344318,7.47840838,4.24267091
37.92952505,9.92780176,4.50491808
37.38626907,7.10222827,4.19633500
37.66038544,8.63950670,4.37965953
32.03383248,10.56200265,4.87490853
37.76446149,9.22009024,4.44265597
34.32258629,10.56424433,4.92432690
32.24004543,10.57198076,4.89030571
37.98288527,10.08192597,4.51402580
36.54868052,10.54733290,4.76046910
37.32376917,10.58057942,4.66482485
31.22276932,9.68581039,4.84606108
37.21066745,10.70725980,4.69239138
35.36316263,10.53902905,4.87014468
37.83803913,9.58829318,4.47834861
31.69136446,10.62827609,4.83645970
37.03151517,10.67610430,4.71264335
31.15704319,10.75018511,4.70704407
31.12051571,10.77166742,4.67928726
31.13863517,10.38715951,4.77317531
31.13679100,10.23348081,4.79149216
34.58568246,10.54583270,4.91380970
34.66880814,10.68491797,4.91813089
31.19289568,9.86947476,4.83120400
34.97564034,10.52822298,4.89357319
35.04705677,10.67288872,4.89908554
35.42191475,10.68554706,4.87691307
34.15082430,10.65098872,4.93260020
34.48067764,10.65116899,4.92347165
33.78853756,10.61453305,4.93605502
34.85660404,10.62426671,4.90600873
35.23871052,10.62349778,4.88442618
36.55035004,10.71730960,4.77668623
36.71864031,10.64089103,4.74900912
33.03336796,10.65249745,4.92766172
32.91479936,10.71639645,4.92354829
33.43451231,10.65373874,4.93589649
32.76993752,10.64551379,4.91822438
35.58906266,10.64606543,4.86205558
31.13706057,10.05179600,4.80957649
32.62165463,10.71515069,4.91023663
33.60272040,10.71778325,4.93857175
38.35014142,10.85666968,4.52292843
38.38184745,10.84766376,4.51073145
38.37852347,10.83699872,4.51049212
38.36776857,10.83441277,4.51406606
38.37384239,10.82497713,4.51056193
38.36757116,10.80984649,4.51075779
38.36193387,10.79030833,4.51008561
31.12891876,10.84334412,4.63927920
31.13753317,10.85869847,4.63505438
31.12729885,10.85096291,4.62684635
31.14628319,10.85002607,4.65426648
38.34708156,10.74203396,4.50866884
38.30280985,10.84602920,4.53541752
31.11434675,10.82729947,4.63523845
31.16903130,10.84764542,4.67510003
31.22944064,10.83600511,4.71252065
31.19551357,10.84256232,4.69388047
38.32465473,10.67596082,4.50721893
38.31064837,10.63392805,4.50607350
38.26996115,10.83318062,4.54243255
38.35475355,10.76792596,4.50954745
31.32201202,10.81936870,4.74855061
38.33686650,10.71183487,4.50802977
31.12015365,10.71295436,4.70208887
38.24662476,10.44982322,4.50073574
38.27065156,10.52468374,4.50370475
38.22195775,10.82747275,4.55324199
38.29374100,10.58416577,4.50469212
38.16701293,10.81757228,4.56408075
37.90529086,10.76629757,4.60475421
38.01493343,10.78065095,4.58859684
31.45682065,10.79643187,4.78408875
31.54497502,10.78105332,4.80213149
38.21486131,10.36000549,4.49766083
38.10076477,10.80265350,4.57556974
31.93767963,10.72673204,4.85793310
31.38347310,10.80895800,4.76633017
37.77529758,10.74866570,4.62190922
31.65269970,10.76432053,4.82060238
38.02081368,9.64523452,4.44986082
37.67592670,7.73882507,4.24347844
37.81080886,8.51536726,4.33390040
37.54566509,6.98250728,4.14988028
37.64321887,7.54767743,4.22028326
37.61068050,7.35798452,4.19696710
37.91883417,9.09535354,4.39575065
31.78225346,10.74116291,4.83959968
38.13868256,10.12148294,4.48583941
38.17825909,10.25086506,4.49292694
38.09833665,9.97460817,4.47616234
38.05889907,9.81467381,4.46405377
37.04304342,10.87116444,4.73039827
37.61439001,10.72038334,4.64089888
37.57817573,7.16967617,4.17350351
37.98435657,9.46817892,4.43375316
37.95623595,9.28335310,4.41423370
37.88227501,8.90393169,4.37603400
37.84621294,8.71026078,4.35534304
37.74233879,8.12528208,4.28932746
37.70893250,7.93140204,4.26651131
37.41695427,10.71482260,4.66622098
37.77622914,8.32012785,4.31184040
33.27277506,10.72526239,4.93412480
34.31754284,10.72743198,4.93203482
32.13067435,10.72235780,4.87630922
32.31104649,10.73008053,4.89032232
32.47738499,10.87116444,4.89782717
33.96606613,10.71053093,4.93766389
31.05789236,9.73364676,4.82534260
31.27123217,10.82829005,4.73069503
36.88310260,10.72091492,4.73622728
31.11959495,10.84108865,4.62614592
31.04446832,10.32195339,4.76212792
30.96371018,10.16434080,4.76729865
32.76577240,10.87116444,4.91529959
36.72113156,10.87116444,4.77095645
33.15584511,10.66061243,4.93099178
33.42279682,10.87116444,4.93860193
33.08550455,10.87116444,4.92927862
33.77411769,10.87116444,4.94279342
34.13075567,10.87116444,4.94130473
34.49486906,10.87116444,4.93379322
34.86384363,10.87116444,4.92032135
35.99094925,10.87116444,4.84752669
35.23732670,10.87116444,4.90133743
38.38999901,10.86495063,4.51002018
38.39376873,10.86550407,4.50859485
38.39476700,10.87116444,4.50901029
38.39261209,10.85894567,4.50811293
38.38482798,10.86558413,4.51212196
38.38223720,10.87116444,4.51388449
38.38941185,10.87116444,4.51113890
38.38948413,10.84120937,4.50680657
38.39120773,10.85098261,4.50752697
31.13198094,10.86088287,4.62031093
31.13704320,10.87116444,4.61070859
38.37207505,10.87116444,4.51755203
38.37816351,10.77701831,4.50204056
38.35804117,10.87116444,4.52228420
31.16542828,10.87116444,4.65796510
38.38482578,10.81479526,4.50485268
38.38737659,10.82925911,4.50592384
31.15026748,10.87116444,4.64037694
31.14127887,10.87116444,4.62437575
38.33911160,10.87116444,4.52820272
38.36884468,10.72417802,4.49807144
38.31448869,10.87116444,4.53530626
38.38177761,10.79751131,4.50356867
31.25407345,10.87116444,4.71257909
38.35584570,10.65047196,4.49246339
38.34750966,10.60320727,4.48882197
38.28309950,10.87116444,4.54365020
31.18755829,10.87116444,4.67623843
